Date,Open,High,Low,Close,Adj Close,Volume
1972-08-25,0.021159,0.021566,0.021159,0.021484,0.011778,7526400
1972-08-28,0.021484,0.021647,0.021403,0.021403,0.011734,2918400
1972-08-29,0.021322,0.021322,0.021159,0.021159,0.011600,5836800
1972-08-30,0.021159,0.021159,0.020996,0.021159,0.011600,1228800
1972-08-31,0.020996,0.020996,0.020833,0.020833,0.011421,2611200
1972-09-01,0.020915,0.020996,0.020915,0.020996,0.011511,768000
1972-09-05,0.020996,0.020996,0.020833,0.020833,0.011421,1689600
1972-09-06,0.020996,0.020996,0.020996,0.020996,0.011511,768000
1972-09-07,0.020996,0.020996,0.020915,0.020915,0.011466,3532800
1972-09-08,0.020833,0.020833,0.020752,0.020752,0.011377,1996800
1972-09-11,0.020915,0.020915,0.020915,0.020915,0.011466,2764800
1972-09-12,0.020915,0.020915,0.020915,0.020915,0.011466,1843200
1972-09-13,0.020915,0.020915,0.020915,0.020915,0.011466,460800
1972-09-14,0.020915,0.021077,0.020833,0.021077,0.011555,3840000
1972-09-15,0.020996,0.020996,0.020915,0.020915,0.011466,1536000
1972-09-18,0.020996,0.021077,0.020996,0.020996,0.011511,3225600
1972-09-19,0.020915,0.020915,0.020752,0.020833,0.011421,9369600
1972-09-20,0.020671,0.020671,0.020671,0.020671,0.011332,153600
1972-09-21,0.020508,0.020508,0.020020,0.020020,0.010976,4300800
1972-09-22,0.019938,0.019938,0.019287,0.019287,0.010574,2611200
1972-09-25,0.019206,0.019206,0.018717,0.018717,0.010261,2918400
1972-09-26,0.018717,0.018717,0.018555,0.018636,0.010217,2150400
1972-09-27,0.018473,0.018473,0.018229,0.018229,0.009994,1996800
1972-09-28,0.018555,0.018880,0.018555,0.018717,0.010261,4300800
1972-09-29,0.018880,0.018962,0.018880,0.018962,0.010396,768000
1972-10-02,0.019124,0.019857,0.019124,0.019857,0.010886,4915200
1972-10-03,0.020020,0.020182,0.020020,0.020182,0.011064,1536000
1972-10-04,0.020264,0.020752,0.020264,0.020589,0.011287,4608000
1972-10-05,0.020467,0.020467,0.020020,0.020020,0.010976,4147200
1972-10-06,0.019938,0.019938,0.019206,0.019206,0.010529,29337600
1972-10-09,0.019368,0.019531,0.019368,0.019531,0.010707,3840000
1972-10-10,0.019531,0.019531,0.019531,0.019531,0.010707,0
1972-10-11,0.019531,0.019613,0.019368,0.019613,0.010752,1382400
1972-10-12,0.019531,0.019531,0.019450,0.019450,0.010663,1075200
1972-10-13,0.019450,0.019450,0.019450,0.019450,0.010663,153600
1972-10-16,0.019368,0.019368,0.018962,0.018962,0.010396,1996800
1972-10-17,0.018962,0.019368,0.018799,0.019287,0.010574,7372800
1972-10-18,0.019450,0.020833,0.019450,0.020671,0.011332,23347200
1972-10-19,0.020671,0.020833,0.020671,0.020752,0.011377,31795200
1972-10-20,0.020589,0.020589,0.020589,0.020589,0.011287,153600
1972-10-23,0.020589,0.020589,0.020508,0.020508,0.011243,1382400
1972-10-24,0.020589,0.020589,0.020589,0.020589,0.011287,307200
1972-10-25,0.020426,0.020426,0.020182,0.020182,0.011064,3686400
1972-10-26,0.020345,0.020345,0.020345,0.020345,0.011154,153600
1972-10-27,0.020426,0.020426,0.020426,0.020426,0.011198,614400
1972-10-30,0.020426,0.020508,0.020264,0.020345,0.011154,3993600
1972-10-31,0.020426,0.020996,0.020426,0.020996,0.011511,2150400
1972-11-01,0.021240,0.021973,0.021240,0.021973,0.012046,6758400
1972-11-02,0.022135,0.022380,0.022135,0.022135,0.012135,2150400
1972-11-03,0.022054,0.022054,0.021973,0.022054,0.012091,4300800
1972-11-06,0.022054,0.022054,0.022054,0.022054,0.012091,460800
1972-11-08,0.022135,0.022380,0.022135,0.022298,0.012224,2150400
1972-11-09,0.022298,0.022298,0.022135,0.022298,0.012224,2457600
1972-11-10,0.022298,0.022298,0.022298,0.022298,0.012224,0
1972-11-13,0.022217,0.022217,0.022054,0.022217,0.012180,1228800
1972-11-14,0.022135,0.022135,0.021973,0.021973,0.012046,460800
1972-11-15,0.021973,0.022054,0.021810,0.021891,0.012001,1689600
1972-11-16,0.021891,0.021973,0.021810,0.021973,0.012046,1843200
1972-11-17,0.021973,0.022135,0.021891,0.021891,0.012001,4147200
1972-11-20,0.021891,0.021973,0.021810,0.021810,0.011957,460800
1972-11-21,0.021810,0.022298,0.021647,0.022298,0.012224,1689600
1972-11-22,0.022298,0.022542,0.022298,0.022298,0.012224,1382400
1972-11-24,0.022298,0.022380,0.022217,0.022217,0.012180,1075200
1972-11-27,0.022217,0.022786,0.022135,0.022786,0.012492,18739200
1972-11-28,0.022624,0.022624,0.022135,0.022135,0.012135,10444800
1972-11-29,0.021973,0.021973,0.021159,0.021159,0.011600,10752000
1972-11-30,0.020996,0.020996,0.020915,0.020996,0.011511,614400
1972-12-01,0.021077,0.021322,0.021077,0.021322,0.011689,4454400
1972-12-04,0.021484,0.022135,0.021484,0.022135,0.012135,2918400
1972-12-05,0.022461,0.022461,0.022461,0.022461,0.012314,3993600
1972-12-06,0.022461,0.022461,0.022380,0.022461,0.012314,1228800
1972-12-07,0.022461,0.022461,0.022298,0.022298,0.012224,1996800
1972-12-08,0.022298,0.022298,0.021973,0.021973,0.012046,29337600
1972-12-11,0.022135,0.022217,0.022135,0.022217,0.012180,1075200
1972-12-12,0.022054,0.022054,0.021973,0.021973,0.012046,614400
1972-12-13,0.022054,0.022135,0.022054,0.022135,0.012135,307200
1972-12-14,0.022217,0.022298,0.022217,0.022217,0.012180,4915200
1972-12-15,0.022298,0.022461,0.022298,0.022380,0.012269,4608000
1972-12-18,0.022380,0.022380,0.022217,0.022298,0.012224,4608000
1972-12-19,0.022298,0.022380,0.022217,0.022380,0.012269,460800
1972-12-20,0.022380,0.022461,0.020996,0.022461,0.012314,614400
1972-12-21,0.022380,0.022380,0.022217,0.022298,0.012224,27187200
1972-12-22,0.022298,0.022461,0.022217,0.022461,0.012314,3686400
1972-12-26,0.022461,0.022705,0.022135,0.022135,0.012135,1843200
1972-12-27,0.022135,0.022298,0.021973,0.022298,0.012224,2304000
1972-12-29,0.022298,0.022461,0.022135,0.022461,0.012314,921600
1973-01-02,0.022542,0.022705,0.022542,0.022542,0.012358,1382400
1973-01-03,0.022461,0.022461,0.022380,0.022461,0.012314,2304000
1973-01-04,0.022461,0.022705,0.022380,0.022380,0.012269,5222400
1973-01-05,0.022380,0.022380,0.022217,0.022298,0.012224,4761600
1973-01-08,0.022298,0.022298,0.022135,0.022217,0.012180,1996800
1973-01-09,0.022135,0.022135,0.021647,0.021810,0.011957,10752000
1973-01-10,0.021810,0.021810,0.021240,0.021240,0.011644,3840000
1973-01-11,0.021484,0.021810,0.021484,0.021729,0.011912,3993600
1973-01-12,0.021729,0.021973,0.021647,0.021647,0.011868,5836800
1973-01-15,0.021484,0.021484,0.021403,0.021403,0.011734,1075200
1973-01-16,0.021403,0.021810,0.021322,0.021810,0.011957,10444800
1973-01-17,0.021810,0.022054,0.021729,0.021891,0.012001,1996800
1973-01-18,0.021891,0.021891,0.021891,0.021891,0.012001,0
1973-01-19,0.021729,0.021729,0.021484,0.021484,0.011778,1843200
1973-01-22,0.021403,0.021403,0.021240,0.021240,0.011644,921600
1973-01-23,0.021240,0.021322,0.020508,0.020508,0.011243,4608000
1973-01-24,0.020671,0.021077,0.020671,0.020833,0.011421,4761600
1973-01-26,0.020671,0.020671,0.020345,0.020671,0.011332,3379200
1973-01-29,0.020508,0.020508,0.019938,0.019938,0.010931,2918400
1973-01-30,0.019775,0.019775,0.019531,0.019613,0.010752,3840000
1973-01-31,0.019531,0.019531,0.019287,0.019287,0.010574,1536000
1973-02-01,0.019450,0.019938,0.019450,0.019694,0.010797,9369600
1973-02-02,0.019694,0.019938,0.019613,0.019694,0.010797,7680000
1973-02-05,0.019694,0.019694,0.019694,0.019694,0.010797,307200
1973-02-06,0.019694,0.019775,0.019613,0.019613,0.010752,3532800
1973-02-07,0.019694,0.019857,0.019694,0.019857,0.010886,9984000
1973-02-08,0.019857,0.019857,0.019531,0.019531,0.010707,2611200
1973-02-09,0.019531,0.019531,0.019368,0.019531,0.010707,3072000
1973-02-12,0.019531,0.020182,0.019531,0.020182,0.011064,6758400
1973-02-13,0.020182,0.020264,0.020101,0.020182,0.011064,2457600
1973-02-14,0.020182,0.020182,0.020020,0.020182,0.011064,3072000
1973-02-15,0.020345,0.020508,0.020345,0.020508,0.011243,2918400
1973-02-16,0.020833,0.021159,0.020833,0.020996,0.011511,3993600
1973-02-20,0.021159,0.021322,0.021159,0.021322,0.011689,17510400
1973-02-21,0.021322,0.021322,0.021240,0.021240,0.011644,3993600
1973-02-22,0.021240,0.021240,0.020671,0.020671,0.011332,40857600
1973-02-23,0.020671,0.020833,0.020589,0.020752,0.011377,6451200
1973-02-26,0.020671,0.020671,0.020589,0.020589,0.011287,2457600
1973-02-27,0.020589,0.020589,0.020426,0.020426,0.011198,4300800
1973-02-28,0.020182,0.020182,0.020101,0.020182,0.011064,7680000
1973-03-01,0.020020,0.020020,0.020020,0.020020,0.010976,307200
1973-03-02,0.019938,0.019938,0.019775,0.019857,0.010886,7833600
1973-03-05,0.019857,0.019857,0.019368,0.019368,0.010618,25036800
1973-03-06,0.019368,0.019450,0.018392,0.018473,0.010127,17971200
1973-03-07,0.018229,0.018229,0.017090,0.017985,0.009860,15360000
1973-03-08,0.018392,0.019368,0.018392,0.018880,0.010351,9830400
1973-03-09,0.018880,0.018880,0.018392,0.018636,0.010217,7680000
1973-03-12,0.018717,0.018880,0.018717,0.018717,0.010261,1689600
1973-03-13,0.018555,0.018555,0.018148,0.018148,0.009949,4454400
1973-03-14,0.018148,0.018717,0.018148,0.018555,0.010172,5376000
1973-03-15,0.018555,0.018962,0.018229,0.018229,0.009994,2150400
1973-03-16,0.018066,0.018066,0.017660,0.018066,0.009904,3379200
1973-03-19,0.017904,0.017904,0.017660,0.017660,0.009682,1536000
1973-03-20,0.017578,0.017578,0.017253,0.017253,0.009459,460800
1973-03-21,0.017253,0.017253,0.016927,0.016927,0.009280,6604800
1973-03-22,0.016439,0.016439,0.014079,0.014079,0.007719,12902400
1973-03-23,0.014079,0.014323,0.013997,0.014242,0.007808,16588800
1973-03-26,0.014242,0.014404,0.014242,0.014323,0.007852,4147200
1973-03-27,0.014323,0.014893,0.014242,0.014893,0.008165,14592000
1973-03-28,0.014811,0.014811,0.014648,0.014648,0.008030,2611200
1973-03-29,0.014730,0.014730,0.014730,0.014730,0.008075,153600
1973-03-30,0.014811,0.014893,0.014811,0.014811,0.008120,4147200
1973-04-02,0.014811,0.014893,0.014648,0.014893,0.008165,4608000
1973-04-03,0.014893,0.014893,0.014893,0.014893,0.008165,460800
1973-04-04,0.014893,0.014893,0.014730,0.014893,0.008165,1536000
1973-04-05,0.014567,0.014567,0.014160,0.014160,0.007763,4300800
1973-04-06,0.014160,0.014160,0.014160,0.014160,0.007763,460800
1973-04-09,0.014160,0.014160,0.014160,0.014160,0.007763,153600
1973-04-10,0.014160,0.014323,0.014160,0.014242,0.007808,3993600
1973-04-11,0.014242,0.014323,0.014079,0.014160,0.007763,1382400
1973-04-12,0.014160,0.014160,0.014160,0.014160,0.007763,460800
1973-04-13,0.014160,0.014160,0.014079,0.014160,0.007763,921600
1973-04-16,0.013997,0.013997,0.013835,0.013916,0.007629,2764800
1973-04-17,0.013916,0.013916,0.013916,0.013916,0.007629,0
1973-04-18,0.013835,0.013835,0.013753,0.013835,0.007585,2304000
1973-04-19,0.013835,0.014242,0.013835,0.014242,0.007808,2150400
1973-04-23,0.014323,0.014648,0.014323,0.014648,0.008030,8601600
1973-04-24,0.014893,0.015055,0.014893,0.015055,0.008254,2150400
1973-04-25,0.015055,0.015137,0.015055,0.015055,0.008254,4300800
1973-04-26,0.015055,0.015055,0.014974,0.014974,0.008209,8601600
1973-04-27,0.014974,0.015055,0.014648,0.014648,0.008030,3379200
1973-04-30,0.014567,0.014567,0.014567,0.014567,0.007986,1536000
1973-05-01,0.014486,0.014486,0.014486,0.014486,0.007942,768000
1973-05-02,0.014404,0.014404,0.014404,0.014404,0.007897,153600
1973-05-03,0.014404,0.014404,0.014323,0.014404,0.007897,614400
1973-05-04,0.014567,0.014648,0.014567,0.014648,0.008030,3532800
1973-05-07,0.014486,0.014486,0.014486,0.014486,0.007942,153600
1973-05-08,0.014486,0.014486,0.014486,0.014486,0.007942,0
1973-05-09,0.014567,0.014730,0.014567,0.014648,0.008030,1382400
1973-05-10,0.014648,0.014648,0.014648,0.014648,0.008030,1228800
1973-05-11,0.014486,0.014486,0.014486,0.014486,0.007942,307200
1973-05-14,0.014242,0.014242,0.013835,0.013916,0.007629,9216000
1973-05-15,0.013835,0.013835,0.013835,0.013835,0.007585,2304000
1973-05-16,0.013835,0.013835,0.013835,0.013835,0.007585,0
1973-05-17,0.013997,0.014079,0.013997,0.013997,0.007674,5529600
1973-05-18,0.014079,0.014079,0.014079,0.014079,0.007719,614400
1973-05-21,0.013997,0.013997,0.013916,0.013916,0.007629,3686400
1973-05-22,0.013916,0.013997,0.013672,0.013916,0.007629,5990400
1973-05-23,0.013753,0.013753,0.013672,0.013672,0.007495,1536000
1973-05-24,0.013672,0.013753,0.013428,0.013509,0.007406,5376000
1973-05-25,0.013672,0.013997,0.013672,0.013997,0.007674,10905600
1973-05-29,0.014160,0.014730,0.014160,0.014730,0.008075,1843200
1973-05-30,0.014567,0.014567,0.014323,0.014323,0.007852,460800
1973-05-31,0.014323,0.014323,0.014160,0.014323,0.007852,614400
1973-06-01,0.014323,0.014323,0.014323,0.014323,0.007852,0
1973-06-04,0.014323,0.014323,0.014323,0.014323,0.007852,0
1973-06-05,0.014160,0.014160,0.014160,0.014160,0.007763,153600
1973-06-06,0.013997,0.013997,0.012451,0.013021,0.007139,11827200
1973-06-07,0.013021,0.013021,0.012858,0.012939,0.007094,4454400
1973-06-08,0.012939,0.012939,0.012939,0.012939,0.007094,153600
1973-06-11,0.012939,0.012939,0.012777,0.012777,0.007005,307200
1973-06-12,0.012695,0.012695,0.012207,0.012207,0.006692,3686400
1973-06-13,0.012044,0.012044,0.011393,0.011393,0.006246,149913600
1973-06-14,0.011230,0.011230,0.009766,0.010010,0.005488,7372800
1973-06-15,0.010010,0.010091,0.009766,0.009766,0.005354,4300800
1973-06-18,0.009847,0.009847,0.009847,0.009847,0.005398,3379200
1973-06-19,0.009847,0.010173,0.009766,0.010173,0.005577,2764800
1973-06-20,0.010335,0.011393,0.010335,0.011230,0.006157,4761600
1973-06-21,0.011230,0.011393,0.011068,0.011393,0.006246,4300800
1973-06-22,0.011393,0.011556,0.011149,0.011149,0.006112,1843200
